Time (s),CH1_Voltage (V),CH2_Voltage (V)
0.004370000000000002,3.44,0.114
0.004380000000000002,3.44,0.114
0.0043900000000000015,3.44,0.114
0.004400000000000001,3.52,0.116
0.004410000000000001,3.44,0.116
0.00442,3.44,0.114
0.00443,3.52,0.116
0.0044399999999999995,3.52,0.114
0.004449999999999999,3.44,0.114
0.004460000000000002,3.44,0.116
0.004470000000000002,3.44,0.114
0.004480000000000001,3.44,0.114
0.004490000000000001,3.44,0.112
0.0045000000000000005,3.52,0.116
0.00451,3.44,0.114
0.00452,3.52,0.114
0.004529999999999999,3.44,0.114
0.004540000000000002,3.44,0.114
0.004550000000000002,3.44,0.112
0.0045600000000000016,3.44,0.114
0.004570000000000001,3.44,0.114
0.004580000000000001,3.44,0.114
0.00459,3.44,0.114
0.0046,3.44,0.112
0.0046099999999999995,3.44,0.112
0.004619999999999999,3.44,0.114
0.004630000000000002,3.52,0.114
0.004640000000000002,3.44,0.114
0.004650000000000001,3.44,0.114
0.004660000000000001,3.44,0.112
0.0046700000000000005,3.52,0.114
0.00468,3.52,0.114
0.00469,3.44,0.114
0.004699999999999999,3.52,0.114
0.004710000000000002,3.52,0.114
0.004720000000000002,3.52,0.116
0.0047300000000000016,3.52,0.116
0.004740000000000001,3.52,0.114
0.004750000000000001,3.52,0.114
0.00476,3.52,0.114
0.00477,3.44,0.116
0.0047799999999999995,3.52,0.114
0.004789999999999999,3.44,0.114
0.004800000000000002,3.52,0.116
0.004810000000000002,3.52,0.114
0.004820000000000001,3.44,0.114
0.004830000000000001,3.44,0.114
0.0048400000000000006,3.44,0.114
0.00485,3.52,0.114
0.00486,3.52,0.114
0.004869999999999999,3.52,0.116
0.004880000000000002,3.44,0.114
0.004890000000000002,3.44,0.114
0.004900000000000002,3.52,0.114
0.004910000000000001,3.52,0.114
0.004920000000000001,3.44,0.114
0.00493,3.52,0.112
0.00494,3.52,0.114
0.0049499999999999995,3.52,0.112
0.004959999999999999,3.52,0.114
0.004970000000000002,3.44,0.112
0.004980000000000002,3.52,0.114
0.004990000000000001,3.44,0.112
0.005000000000000001,3.52,0.114
0.0050100000000000006,3.52,0.114
0.00502,3.52,0.114
0.00503,3.44,0.114
0.005039999999999999,3.44,0.114
0.005050000000000002,3.52,0.114
0.005060000000000002,3.52,0.114
0.005070000000000002,3.52,0.116
0.005080000000000001,3.52,0.114
0.005090000000000001,3.52,0.116
0.0051,3.44,0.114
0.00511,3.52,0.116
0.0051199999999999996,3.52,0.114
0.005129999999999999,3.44,0.114
0.005140000000000002,3.44,0.114
0.005150000000000002,3.44,0.116
0.005160000000000001,3.52,0.114
0.005170000000000001,3.52,0.116
0.005180000000000001,3.52,0.114
0.00519,3.44,0.114
0.0052,3.52,0.114
0.005209999999999999,3.52,0.114
0.005220000000000002,3.44,0.114
0.005230000000000002,3.52,0.114
0.005240000000000002,3.44,0.114
0.005250000000000001,3.52,0.112
0.005260000000000001,3.52,0.112
0.00527,3.44,0.114
0.00528,3.44,0.114
0.0052899999999999996,3.52,0.114
0.005299999999999999,3.52,0.11
0.005310000000000002,3.52,0.112
0.005320000000000002,3.44,0.112
0.005330000000000001,3.44,0.114
0.005340000000000001,3.52,0.114
0.005350000000000001,3.44,0.114
0.00536,3.44,0.114
0.00537,3.44,0.114
0.005379999999999999,3.52,0.114
0.005390000000000002,3.52,0.116
0.005400000000000002,3.52,0.114
0.005410000000000002,3.52,0.114
0.005420000000000001,3.52,0.116
0.005430000000000001,3.44,0.114
0.00544,3.52,0.116
0.00545,3.44,0.114
0.00546,3.52,0.114
0.005469999999999999,3.52,0.116
0.005480000000000002,3.44,0.114
0.005490000000000002,3.44,0.114
0.005500000000000001,3.44,0.114
0.005510000000000001,3.52,0.112
0.005520000000000001,3.52,0.114
0.00553,3.52,0.114
0.00554,3.44,0.114
0.005549999999999999,3.44,0.114
0.0055600000000000024,3.44,0.112
0.005570000000000002,3.44,0.114
0.005580000000000002,3.52,0.112
0.005590000000000001,3.44,0.114
0.005600000000000001,3.52,0.112
0.00561,3.52,0.114
0.00562,3.52,0.112
0.00563,3.52,0.112
0.005639999999999999,3.44,0.114
0.005650000000000002,3.44,0.112
0.005660000000000002,3.44,0.114
0.005670000000000001,3.44,0.114
0.005680000000000001,3.52,0.114
0.005690000000000001,3.44,0.112
0.0057,3.44,0.114
0.00571,3.44,0.114
0.005719999999999999,3.44,0.116
0.0057300000000000025,3.52,0.114
0.005740000000000002,3.44,0.114
0.005750000000000002,3.44,0.114
0.005760000000000001,3.52,0.114
0.005770000000000001,3.44,0.114
0.00578,3.52,0.114
0.00579,3.44,0.112
0.0058,3.44,0.114
0.005809999999999999,3.44,0.114
0.005820000000000002,3.44,0.114
0.005830000000000002,3.52,0.114
0.0058400000000000014,3.44,0.114
0.005850000000000001,3.44,0.114
0.005860000000000001,3.52,0.114
0.00587,3.44,0.114
0.00588,3.44,0.114
0.005889999999999999,3.52,0.116
0.0059000000000000025,3.44,0.114
0.005910000000000002,3.52,0.114
0.005920000000000002,3.44,0.112
0.005930000000000001,3.44,0.114
0.005940000000000001,3.44,0.114
0.00595,3.44,0.112
0.00596,3.52,0.112
0.00597,3.52,0.114
0.005979999999999999,3.44,0.114
0.005990000000000002,3.44,0.112
0.006000000000000002,3.52,0.112
0.0060100000000000015,3.44,0.114
0.006020000000000001,3.44,0.116
0.006030000000000001,3.52,0.114
0.00604,3.52,0.114
0.00605,3.52,0.114
0.006059999999999999,3.44,0.114
0.0060700000000000025,3.44,0.114
0.006080000000000002,3.44,0.112
0.006090000000000002,3.44,0.114
0.006100000000000001,3.52,0.114
0.006110000000000001,3.44,0.114
0.0061200000000000004,3.44,0.114
0.00613,3.52,0.114
0.00614,3.44,0.114
0.006149999999999999,3.44,0.114
0.006160000000000002,3.52,0.114
0.006170000000000002,3.52,0.114
0.0061800000000000015,3.44,0.114
0.006190000000000001,3.52,0.114
0.006200000000000001,3.44,0.114
0.00621,3.44,0.114
0.00622,3.52,0.112
0.006229999999999999,3.44,0.114
0.0062400000000000025,3.52,0.114
0.006250000000000002,3.52,0.114
0.006260000000000002,3.52,0.112
0.006270000000000001,3.52,0.112
0.006280000000000001,3.52,0.114
0.0062900000000000005,3.44,0.114
0.0063,3.44,0.114
0.00631,3.44,0.114
0.006319999999999999,3.52,0.114
0.006330000000000002,3.52,0.114
0.006340000000000002,3.44,0.112
0.0063500000000000015,3.52,0.114
0.006360000000000001,3.44,0.112
0.006370000000000001,3.44,0.114
0.00638,3.44,0.112
0.00639,3.44,0.112
0.0063999999999999994,3.52,0.112
0.0064100000000000025,3.52,0.114
0.006420000000000002,3.52,0.114
0.006430000000000002,3.44,0.114
0.006440000000000001,3.44,0.114
0.006450000000000001,3.52,0.114
0.0064600000000000005,3.52,0.114
0.00647,3.44,0.114
0.00648,3.52,0.114
0.006489999999999999,3.44,0.114
0.006500000000000002,3.44,0.112
0.006510000000000002,3.52,0.114
0.0065200000000000015,3.52,0.114
0.006530000000000001,3.52,0.114
0.006540000000000001,3.52,0.114
0.00655,3.44,0.114
0.00656,3.44,0.116
0.0065699999999999995,3.52,0.114
0.0065800000000000025,3.52,0.116
0.006590000000000002,3.44,0.112
0.006600000000000002,3.52,0.114
0.006610000000000001,3.52,0.114
0.006620000000000001,3.44,0.114
0.0066300000000000005,3.44,0.114
0.00664,3.44,0.114
0.00665,3.44,0.114
0.006659999999999999,3.44,0.114
0.006670000000000002,3.44,0.112
0.006680000000000002,3.44,0.112
0.0066900000000000015,3.44,0.112
0.006700000000000001,3.44,0.112
0.006710000000000001,3.52,0.114
0.00672,3.52,0.112
0.00673,3.44,0.114
0.0067399999999999995,3.44,0.112
0.0067500000000000025,3.44,0.114
0.006760000000000002,3.44,0.112
0.006770000000000002,3.44,0.114
0.006780000000000001,3.52,0.114
0.006790000000000001,3.52,0.114
0.0068000000000000005,3.44,0.114
0.00681,3.52,0.116
0.00682,3.44,0.116
0.006829999999999999,3.44,0.116
0.006840000000000002,3.44,0.116
0.006850000000000002,3.52,0.114
0.0068600000000000015,3.52,0.114
0.006870000000000001,3.52,0.114
0.006880000000000001,3.44,0.114
0.00689,3.44,0.114
0.0069,3.44,0.114
0.0069099999999999995,3.44,0.114
0.0069200000000000025,3.52,0.114
0.006930000000000002,3.52,0.114
0.006940000000000002,3.52,0.116
0.006950000000000001,3.44,0.114
0.006960000000000001,3.52,0.114
0.0069700000000000005,3.44,0.114
0.00698,3.44,0.112
0.00699,3.52,0.114
0.006999999999999999,3.52,0.116
0.007010000000000002,3.44,0.112
0.007020000000000002,3.44,0.114
0.0070300000000000015,3.44,0.114
0.007040000000000001,3.52,0.114
0.007050000000000001,3.52,0.114
0.00706,3.44,0.114
0.00707,3.52,0.114
0.0070799999999999995,3.52,0.112
0.0070900000000000026,3.52,0.114
0.007100000000000002,3.44,0.114
0.007110000000000002,3.44,0.116
0.007120000000000001,3.52,0.114
0.007130000000000001,3.52,0.114
0.0071400000000000005,3.44,0.112
0.00715,3.44,0.114
0.00716,3.44,0.114
0.007169999999999999,3.44,0.114
0.007180000000000002,3.52,0.114
0.007190000000000002,3.44,0.114
0.0072000000000000015,3.52,0.114
0.007210000000000001,3.44,0.112
0.007220000000000001,3.52,0.116
0.00723,3.44,0.114
0.00724,3.44,0.116
0.0072499999999999995,3.44,0.114
0.0072600000000000026,3.52,0.114
0.007270000000000002,3.44,0.114
0.007280000000000002,3.52,0.114
0.007290000000000001,3.44,0.114
0.007300000000000001,3.52,0.114
0.0073100000000000005,3.52,0.114
0.00732,3.52,0.114
0.00733,3.44,0.114
0.007339999999999999,3.44,0.114
0.007350000000000002,3.44,0.114
0.007360000000000002,3.52,0.114
0.0073700000000000015,3.44,0.114
0.007380000000000001,3.52,0.112
0.007390000000000001,3.52,0.112
0.0074,3.52,0.112
0.00741,3.44,0.112
0.0074199999999999995,3.44,0.114
0.007430000000000003,3.44,0.112
0.007440000000000002,3.52,0.114
0.007450000000000002,3.44,0.112
0.007460000000000001,3.44,0.114
0.007470000000000001,3.52,0.114
0.0074800000000000005,3.52,0.114
0.00749,3.52,0.114
0.0075,3.52,0.114
0.007509999999999999,3.52,0.114
0.007520000000000002,3.52,0.114
0.007530000000000002,3.52,0.114
0.0075400000000000016,3.44,0.114
0.007550000000000001,3.52,0.114
0.007560000000000001,3.44,0.114
0.00757,3.52,0.116
0.00758,3.52,0.114
0.0075899999999999995,3.52,0.114
0.007600000000000003,3.44,0.114
0.007610000000000002,3.44,0.116
0.007620000000000002,3.52,0.114
0.007630000000000001,3.44,0.112
0.007640000000000001,3.52,0.114
0.0076500000000000005,3.44,0.114
0.00766,3.52,0.114
0.00767,3.44,0.114
0.007679999999999999,3.52,0.114
0.007690000000000002,3.44,0.112
0.007700000000000002,3.44,0.114
0.007710000000000002,3.44,0.114
0.007720000000000001,3.52,0.114
0.007730000000000001,3.52,0.114
0.00774,3.52,0.112
0.00775,3.44,0.112
0.0077599999999999995,3.52,0.114
0.007770000000000003,3.52,0.114
0.007780000000000002,3.44,0.114
0.007790000000000002,3.52,0.114
0.007800000000000001,3.44,0.114
0.007810000000000001,3.44,0.114
0.00782,3.44,0.114
0.00783,3.44,0.114
0.00784,3.44,0.114
0.00785,3.44,0.114
0.007860000000000002,3.44,0.114
0.007870000000000002,3.44,0.114
0.007880000000000002,3.44,0.116
0.007890000000000001,3.52,0.114
0.0079,3.52,0.114
0.00791,3.44,0.116
0.00792,3.52,0.114
0.00793,3.52,0.114
0.007940000000000003,3.44,0.114
0.007950000000000002,3.44,0.114
0.007960000000000002,3.52,0.114
0.007970000000000001,3.44,0.114
0.007980000000000001,3.52,0.114
0.00799,3.44,0.114
0.008,3.52,0.112
0.00801,3.44,0.114
0.00802,3.44,0.112
0.008030000000000002,3.44,0.114
0.008040000000000002,3.52,0.114
0.008050000000000002,3.52,0.114
0.008060000000000001,3.52,0.114
0.00807,3.52,0.112
0.00808,3.52,0.114
0.00809,3.44,0.114
0.0081,3.52,0.112
0.008110000000000003,3.52,0.112
0.008120000000000002,3.44,0.112
0.008130000000000002,3.44,0.114
0.008140000000000001,3.52,0.114
0.008150000000000001,3.44,0.114
0.00816,3.44,0.112
0.00817,3.44,0.114
0.00818,3.52,0.114
0.00819,3.52,0.114
0.008200000000000002,3.44,0.114
0.008210000000000002,3.44,0.114
0.008220000000000002,3.52,0.114
0.008230000000000001,3.52,0.116
0.00824,3.44,0.114
0.00825,3.52,0.114
0.00826,3.52,0.114
0.00827,3.44,0.114
0.008280000000000003,3.44,0.114
0.008290000000000002,3.44,0.114
0.008300000000000002,3.44,0.114
0.008310000000000001,3.44,0.114
0.008320000000000001,3.44,0.114
0.00833,3.52,0.112
0.00834,3.44,0.114
0.00835,3.44,0.114
0.00836,3.44,0.112
0.008370000000000002,3.44,0.114
0.008380000000000002,3.52,0.114
0.008390000000000002,3.44,0.114
0.008400000000000001,3.52,0.112
0.00841,3.52,0.112
0.00842,3.44,0.114
0.00843,3.44,0.114
0.00844,3.52,0.112
0.008450000000000003,3.44,0.114
0.008460000000000002,3.44,0.114
0.008470000000000002,3.44,0.114
0.008480000000000001,3.44,0.114
0.008490000000000001,3.44,0.114
0.0085,3.44,0.114
0.00851,3.44,0.112
0.00852,3.52,0.114
0.00853,3.52,0.114
0.008540000000000002,3.44,0.114
0.008550000000000002,3.52,0.114
0.008560000000000002,3.44,0.114
0.008570000000000001,3.44,0.114
0.00858,3.44,0.114
0.00859,3.52,0.114
0.0086,3.52,0.114
0.00861,3.44,0.114
0.008620000000000003,3.44,0.116
0.008630000000000002,3.44,0.116
0.008640000000000002,3.52,0.116
0.008650000000000001,3.44,0.116
0.008660000000000001,3.44,0.114
0.00867,3.52,0.114
0.00868,3.52,0.114
0.00869,3.44,0.114
0.0087,3.52,0.112
0.008710000000000002,3.52,0.114
0.008720000000000002,3.52,0.114
0.008730000000000002,3.52,0.116
0.008740000000000001,3.52,0.114
0.00875,3.52,0.114
0.00876,3.44,0.114
0.00877,3.52,0.112
0.00878,3.44,0.114
0.008790000000000003,3.52,0.114
0.008800000000000002,3.52,0.112
0.008810000000000002,3.44,0.114
0.008820000000000001,3.44,0.112
0.008830000000000001,3.52,0.112
0.00884,3.44,0.114
0.00885,3.52,0.114
0.00886,3.52,0.112
0.00887,3.52,0.114
0.008880000000000002,3.52,0.114
0.008890000000000002,3.52,0.114
0.008900000000000002,3.44,0.116
0.008910000000000001,3.44,0.114
0.00892,3.44,0.114
0.00893,3.52,0.114
0.00894,3.52,0.114
0.00895,3.52,0.114
0.008960000000000003,3.52,0.114
0.008970000000000002,3.52,0.114
0.008980000000000002,3.44,0.116
0.008990000000000001,3.52,0.114
0.009000000000000001,3.52,0.112
0.00901,3.44,0.114
0.00902,3.52,0.114
0.00903,3.44,0.114
0.00904,3.52,0.114
0.009050000000000002,3.52,0.114
0.009060000000000002,3.44,0.114
0.009070000000000002,3.44,0.112
0.009080000000000001,3.44,0.114
0.00909,3.52,0.114
0.0091,3.44,0.114
0.00911,3.44,0.112
0.00912,3.52,0.114
0.009130000000000003,3.44,0.112
0.009140000000000002,3.44,0.114
0.009150000000000002,3.44,0.114
0.009160000000000001,3.44,0.114
0.009170000000000001,3.52,0.116
0.00918,3.44,0.114
0.00919,3.44,0.114
0.0092,3.44,0.114
0.00921,3.44,0.114
0.009220000000000002,3.52,0.114
0.009230000000000002,3.44,0.114
0.009240000000000002,3.44,0.112
0.009250000000000001,3.52,0.114
0.009260000000000001,3.44,0.116
0.00927,3.44,0.114
0.00928,3.44,0.114
0.00929,3.52,0.116
0.009300000000000003,3.44,0.114
0.009310000000000002,3.52,0.114
0.009320000000000002,3.52,0.116
0.009330000000000001,3.52,0.116
0.009340000000000001,3.52,0.114
0.00935,3.44,0.114
0.00936,3.44,0.114
0.00937,3.52,0.114
0.00938,3.52,0.114
0.009390000000000003,3.44,0.114
0.009400000000000002,3.44,0.114
0.009410000000000002,3.52,0.114
0.009420000000000001,3.44,0.112
0.009430000000000001,3.44,0.114
0.00944,3.44,0.114
0.00945,3.44,0.116
0.00946,3.52,0.114
0.009470000000000003,3.44,0.114
0.009480000000000002,3.44,0.114
0.009490000000000002,3.44,0.112
0.009500000000000001,3.44,0.114
0.009510000000000001,3.52,0.114
0.00952,3.44,0.114
0.00953,3.44,0.114
0.00954,3.52,0.114
0.00955,3.44,0.114
0.009560000000000003,3.52,0.114
0.009570000000000002,3.44,0.116
0.009580000000000002,3.52,0.114
0.009590000000000001,3.52,0.112
0.009600000000000001,3.52,0.114
0.00961,3.44,0.114
0.00962,3.44,0.114
0.00963,3.44,0.114
0.009640000000000003,3.44,0.114
0.009650000000000002,3.52,0.112
0.009660000000000002,3.44,0.114
0.009670000000000002,3.52,0.114
0.009680000000000001,3.52,0.114
0.00969,3.52,0.114
0.0097,3.52,0.114
0.00971,3.44,0.114
0.00972,3.44,0.114
0.009730000000000003,3.44,0.114
0.009740000000000002,3.44,0.114
0.009750000000000002,3.52,0.112
0.009760000000000001,3.44,0.114
0.009770000000000001,3.44,0.114
0.00978,3.52,0.114
0.00979,3.52,0.112
0.0098,3.52,0.114
0.009810000000000003,3.52,0.114
0.009820000000000002,3.52,0.114
0.009830000000000002,3.52,0.112
0.009840000000000002,3.52,0.114
0.009850000000000001,3.52,0.11
0.00986,3.44,0.114
0.00987,3.44,0.114
0.00988,3.44,0.114
0.00989,3.44,0.114
0.009900000000000003,3.52,0.114
0.009910000000000002,3.52,0.114
0.009920000000000002,3.44,0.114
0.009930000000000001,3.44,0.114
0.009940000000000001,3.52,0.114
0.00995,3.52,0.114
0.00996,3.44,0.114
0.00997,3.44,0.114
0.009980000000000003,3.44,0.114
0.009990000000000002,3.44,0.114
0.010000000000000002,3.44,0.114
0.010010000000000002,3.52,0.114
0.010020000000000001,3.52,0.114
0.01003,3.44,0.112
0.01004,3.52,0.114
0.01005,3.44,0.114
0.01006,3.52,0.114
0.010070000000000003,3.44,0.114
0.010080000000000002,3.44,0.116
0.010090000000000002,3.44,0.114
0.010100000000000001,3.52,0.114
0.010110000000000001,3.52,0.114
0.01012,3.44,0.114
0.01013,3.44,0.114
0.01014,3.44,0.112
0.010150000000000003,3.52,0.114
0.010160000000000002,3.52,0.114
0.010170000000000002,3.52,0.114
0.010180000000000002,3.44,0.112
0.010190000000000001,3.44,0.112
0.0102,3.52,0.114
0.01021,3.52,0.114
0.01022,3.44,0.114
0.01023,3.44,0.114
0.010240000000000003,3.44,0.114
0.010250000000000002,3.52,0.112
0.010260000000000002,3.52,0.114
0.010270000000000001,3.44,0.112
0.010280000000000001,3.44,0.112
0.01029,3.44,0.114
0.0103,3.44,0.114
0.01031,3.52,0.114
0.010320000000000003,3.44,0.116
0.010330000000000002,3.52,0.116
0.010340000000000002,3.52,0.114
0.010350000000000002,3.52,0.116
0.010360000000000001,3.52,0.114
0.01037,3.44,0.114
0.01038,3.44,0.114
0.01039,3.44,0.114
0.0104,3.44,0.112
0.010410000000000003,3.44,0.114
0.010420000000000002,3.44,0.114
0.010430000000000002,3.52,0.114
0.010440000000000001,3.52,0.114
0.010450000000000001,3.52,0.112
0.01046,3.52,0.114
0.01047,3.44,0.114
0.01048,3.44,0.114
0.010490000000000003,3.52,0.112
0.010500000000000002,3.44,0.112
0.010510000000000002,3.44,0.112
0.010520000000000002,3.44,0.112
0.010530000000000001,3.44,0.114
0.01054,3.44,0.112
0.01055,3.52,0.114
0.01056,3.52,0.112
0.01057,3.52,0.112
0.010580000000000003,3.52,0.112
0.010590000000000002,3.52,0.114
0.010600000000000002,3.44,0.112
0.010610000000000001,3.44,0.112
0.010620000000000001,3.44,0.114
0.01063,3.44,0.116
0.01064,3.52,0.112
0.01065,3.44,0.114
0.010660000000000003,3.52,0.114
0.010670000000000002,3.44,0.114
0.010680000000000002,3.52,0.114
0.010690000000000002,3.52,0.114
0.010700000000000001,3.52,0.114
0.01071,3.44,0.114
0.01072,3.52,0.114
0.01073,3.44,0.114
0.01074,3.44,0.116
0.010750000000000003,3.52,0.114
0.010760000000000002,3.52,0.114
0.010770000000000002,3.52,0.112
0.010780000000000001,3.52,0.112
0.010790000000000001,3.52,0.114
0.0108,3.44,0.112
0.01081,3.44,0.114
0.01082,3.52,0.114
0.010830000000000003,3.52,0.114
0.010840000000000002,3.52,0.114
0.010850000000000002,3.52,0.114
0.010860000000000002,3.52,0.112
0.010870000000000001,3.44,0.112
0.01088,3.52,0.114
0.01089,3.52,0.112
0.0109,3.52,0.114
0.01091,3.52,0.112
0.010920000000000003,3.52,0.114
0.010930000000000002,3.52,0.114
0.010940000000000002,3.44,0.112
0.010950000000000001,3.44,0.114
0.010960000000000001,3.44,0.114
0.01097,3.44,0.114
0.01098,3.44,0.112
0.01099,3.52,0.114
0.011000000000000003,3.44,0.114
0.011010000000000002,3.52,0.114
0.011020000000000002,3.44,0.114
0.011030000000000002,3.44,0.114
0.011040000000000001,3.52,0.114
0.01105,3.44,0.114
0.01106,3.44,0.114
0.01107,3.44,0.114
0.01108,3.52,0.112
0.011090000000000003,3.52,0.114
0.011100000000000002,0.16,0.112
0.011110000000000002,0.16,0.114
0.011120000000000001,0.16,0.114
0.011130000000000001,0.08,0.112
0.01114,0.08,0.114
0.01115,0.08,0.114
0.01116,0.08,0.112
0.011170000000000003,0.08,0.112
0.011180000000000002,0.08,0.112
0.011190000000000002,0.08,0.112
0.011200000000000002,0.08,0.112
0.011210000000000001,0.08,0.112
0.01122,0.08,0.112
0.01123,0.08,0.114
0.01124,0.16,0.112
0.01125,0.08,0.114
0.011260000000000003,0.16,0.112
0.011270000000000002,0.16,0.112
0.011280000000000002,0.16,0.112
0.011290000000000001,0.08,0.114
0.011300000000000001,0.16,0.112
0.01131,0.08,0.116
0.01132,0.08,0.112
0.01133,0.08,0.114
0.011340000000000003,0.16,0.114
0.011350000000000002,0.16,0.114
0.011360000000000002,0.08,0.114
0.011370000000000002,0.16,0.114
0.011380000000000001,0.16,0.114
0.01139,0.08,0.114
0.0114,0.08,0.114
0.01141,0.08,0.114
0.01142,0.16,0.114
0.011430000000000003,0.08,0.114
0.011440000000000002,0.16,0.114
0.011450000000000002,0.08,0.114
0.011460000000000001,0.16,0.114
0.011470000000000001,0.16,0.112
0.01148,0.16,0.114
0.01149,0.08,0.114
0.0115,0.08,0.112
0.011510000000000003,0.16,0.112
0.011520000000000002,0.08,0.114
0.011530000000000002,0.08,0.112
0.011540000000000002,0.16,0.112
0.011550000000000001,0.16,0.112
0.01156,0.16,0.112
0.01157,0.08,0.112
0.01158,0.16,0.112
0.01159,0.08,0.112
0.011600000000000003,0.08,0.112
0.011610000000000002,0.08,0.114
0.011620000000000002,0.08,0.112
0.011630000000000001,0.08,0.114
0.011640000000000001,0.08,0.114
0.01165,0.16,0.114
0.01166,0.16,0.114
0.01167,0.08,0.114
0.011680000000000003,0.08,0.114
0.011690000000000002,0.16,0.112
0.011700000000000002,0.16,0.114
0.011710000000000002,0.16,0.114
0.011720000000000001,0.08,0.114
0.01173,0.08,0.114
0.01174,0.08,0.114
0.01175,0.08,0.114
0.01176,0.16,0.114
0.011770000000000003,0.16,0.112
0.011780000000000002,0.16,0.114
0.011790000000000002,0.16,0.114
0.011800000000000001,0.08,0.114
0.011810000000000001,0.16,0.112
0.01182,0.08,0.112
0.01183,0.08,0.114
0.01184,0.16,0.114
0.011850000000000003,0.16,0.112
0.011860000000000002,0.08,0.114
0.011870000000000002,0.16,0.114
0.011880000000000002,0.08,0.112
0.011890000000000001,0.16,0.112
0.0119,0.08,0.112
0.01191,0.16,0.112
0.01192,0.08,0.114
0.01193,0.08,0.114
0.011940000000000003,0.08,0.114
0.011950000000000002,0.08,0.112
0.011960000000000002,0.16,0.114
0.011970000000000001,0.16,0.114
0.011980000000000001,0.16,0.114
0.01199,0.16,0.112
0.012,0.16,0.114
0.01201,0.16,0.114
0.012020000000000003,0.08,0.114
0.012030000000000002,0.16,0.114
0.012040000000000002,0.08,0.114
0.012050000000000002,0.08,0.114
0.012060000000000001,0.16,0.114
0.01207,0.16,0.114
0.01208,0.16,0.114
0.01209,0.08,0.114
0.0121,0.16,0.114
0.012110000000000003,0.16,0.114
0.012120000000000002,0.16,0.116
0.012130000000000002,0.16,0.114
0.012140000000000001,0.16,0.114
0.012150000000000001,0.08,0.114
0.01216,0.08,0.114
0.01217,0.08,0.114
0.01218,0.16,0.112
0.012190000000000003,0.08,0.114
0.012200000000000003,0.08,0.114
0.012210000000000002,0.16,0.112
0.012220000000000002,0.08,0.112
0.012230000000000001,0.16,0.112
0.012240000000000001,0.16,0.112
0.01225,0.08,0.112
0.01226,0.08,0.114
0.01227,0.08,0.114
0.012280000000000003,0.08,0.114
0.012290000000000002,0.08,0.112
0.012300000000000002,0.08,0.114
0.012310000000000001,0.08,0.112
0.012320000000000001,0.08,0.114
0.01233,0.16,0.112
0.01234,0.16,0.112
0.01235,0.08,0.114
0.012360000000000003,0.16,0.114
0.012370000000000003,0.16,0.114
0.012380000000000002,0.08,0.114
0.012390000000000002,0.16,0.112
0.012400000000000001,0.08,0.112
0.012410000000000001,0.16,0.114
0.01242,0.16,0.112
0.01243,0.16,0.114
0.01244,0.08,0.114
0.012450000000000003,0.08,0.114
0.012460000000000002,0.08,0.114
0.012470000000000002,0.16,0.114
0.012480000000000002,0.08,0.114
0.012490000000000001,0.16,0.114
