Time (s),Voltage (V)
0.03744,0.02
0.03748,0.04
0.03752,0.04
0.03756000000000001,0.06
0.03760000000000001,0.04
0.03764000000000001,0.06
0.037680000000000005,0.04
0.037720000000000004,0.04
0.03776,0.04
0.0378,0.02
0.03784,0.04
0.03788000000000001,0.04
0.03792000000000001,0.04
0.03796000000000001,0.04
0.038000000000000006,0.04
0.038040000000000004,0.02
0.03808,0.04
0.03812,0.02
0.03816,0.04
0.0382,0.04
0.03824000000000001,0.02
0.03828000000000001,0.06
0.03832000000000001,0.02
0.038360000000000005,0.04
0.038400000000000004,0.04
0.03844,0.06
0.03848,0.06
0.03852,0.04
0.03856000000000001,0.04
0.03860000000000001,0.04
0.03864000000000001,0.04
0.038680000000000006,0.04
0.038720000000000004,0.04
0.03876,0.04
0.0388,0.04
0.03884,0.04
0.03888,0.04
0.03892000000000001,0.04
0.03896000000000001,0.04
0.03900000000000001,0.04
0.039040000000000005,0.04
0.039080000000000004,0.04
0.03912,0.06
0.03916,0.06
0.0392,0.04
0.03924000000000001,0.04
0.03928000000000001,0.04
0.03932000000000001,0.04
0.039360000000000006,0.04
0.039400000000000004,0.04
0.03944,0.04
0.03948,0.04
0.03952,0.06
0.03956,0.04
0.03960000000000001,0.04
0.03964000000000001,0.06
0.03968000000000001,0.02
0.039720000000000005,0.04
0.039760000000000004,0.04
0.0398,0.04
0.03984,0.04
0.03988,0.04
0.03992000000000001,0.04
0.03996000000000001,0.04
0.04000000000000001,0.04
0.040040000000000006,0.04
0.040080000000000005,0.04
0.04012,0.04
0.04016,0.04
0.0402,0.04
0.04024,0.04
0.04028000000000001,0.04
0.04032000000000001,0.04
0.04036000000000001,0.04
0.040400000000000005,0.04
0.040440000000000004,0.04
0.04048,0.02
0.04052,0.04
0.04056,0.04
0.04060000000000001,0.04
0.04064000000000001,0.04
0.04068000000000001,0.04
0.040720000000000006,0.04
0.040760000000000005,0.04
0.0408,0.04
0.04084,0.04
0.04088,0.04
0.04092,0.04
0.04096000000000001,0.04
0.04100000000000001,0.04
0.04104000000000001,0.04
0.041080000000000005,0.06
0.041120000000000004,0.06
0.04116,0.06
0.0412,0.04
0.04124,0.04
0.04128000000000001,0.02
0.04132000000000001,0.02
0.04136000000000001,0.04
0.041400000000000006,0.04
0.041440000000000005,0.04
0.04148,0.04
0.04152,0.04
0.04156,0.02
0.0416,0.06
0.04164000000000001,0.04
0.04168000000000001,0.04
0.04172000000000001,0.04
0.041760000000000005,0.04
0.041800000000000004,0.04
0.04184,0.04
0.04188,0.04
0.04192,0.04
0.04196000000000001,0.06
0.04200000000000001,0.04
0.04204000000000001,0.04
0.042080000000000006,0.04
0.042120000000000005,0.04
0.04216,0.04
0.0422,0.04
0.04224,0.04
0.04228,0.04
0.04232000000000001,0.04
0.04236000000000001,0.04
0.04240000000000001,0.06
0.042440000000000005,0.04
0.042480000000000004,0.02
0.04252,0.04
0.04256,0.04
0.0426,0.06
0.04264000000000001,0.04
0.04268000000000001,0.04
0.04272000000000001,0.06
0.042760000000000006,0.04
0.042800000000000005,0.04
0.04284,0.02
0.04288,0.06
0.04292,0.02
0.04296,0.06
0.04300000000000001,0.06
0.04304000000000001,0.04
0.04308000000000001,0.04
0.043120000000000006,0.04
0.043160000000000004,0.04
0.0432,0.04
0.04324,0.06
0.04328,0.06
0.04332000000000001,0.04
0.04336000000000001,0.04
0.04340000000000001,0.04
0.043440000000000006,0.04
0.043480000000000005,0.04
0.04352,0.06
0.04356,0.04
0.0436,0.04
0.04364,0.04
0.04368000000000001,0.04
0.04372000000000001,0.04
0.04376000000000001,0.04
0.043800000000000006,0.04
0.043840000000000004,0.04
0.04388,0.02
0.04392,0.04
0.04396,0.04
0.04400000000000001,0.02
0.04404000000000001,0.04
0.04408000000000001,0.04
0.044120000000000006,0.04
0.044160000000000005,0.06
0.0442,0.04
0.04424,0.04
0.04428,0.04
0.04432,0.04
0.04436000000000001,0.04
